year,title,ndc_code,genre,genre_major,location,creator_normalized
1810,續膝栗毛,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,江戸,その他
1849,續英雄百人一首 : 全,911.108,911.108:詩歌/和歌．短歌/叢書．全集．選集,詩歌,不明,緑亭 川柳
1858,義士三度仇討,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,その他
1850,義烈百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳
1826,義経勲功図会,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,その他,その他
1855,義經蝦夷勲功記 4編19巻 (存1編4巻),913.436,913.436:中世：鎌倉・室町時代/軍記物語/義経記,中世：鎌倉・室町時代,不明,その他
1850,翁草,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1824,老懐百首,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1802,聖廟法樂連歌三物,911.2,911.2:日本文学/詩歌/連歌,日本文学,不明,不明
1861,能登めぐり,913,913:日本文学/小説．物語,日本文学,不明,その他
1828,膝麿毛,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1820,舟中一覧,911,911:日本文学/詩歌,日本文学,不明,その他
1829,色ハ思案の外欲ハ分別の中賣色安本丹,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,不明,その他
1833,芍薬亭詠藻広陵集,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1837,芙蓉百律,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1825,芭蕉翁終焉記,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1815,芭蕉翁附合集評註,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,大阪,その他
1857,花のしたふし,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,中島 広足
1860,花封莟玉章,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1862,花裘狐草子,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1862,花裘狐草紙 3編12巻,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1851,花鏡謌集,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1849,芳新集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1848,芳野日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1807,芸苑日渉 : 12巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1804,苗代,913,913:日本文学/小説．物語,日本文学,京都,その他
1863,若葉梅浮名横櫛 : 3編,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1844,英雄百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳
1833,茅窓漫録,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1833,茅窻漫録 3巻 (存1巻),915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1833,茶菓詩 初編,911.19,911.19:詩歌/和歌．短歌/狂歌．へなぶり,詩歌,不明,その他
1841,草山和歌集,911.158,911.158:和歌．短歌/近世：江戸時代/家集,和歌．短歌,不明,その他
1851,菅根集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1836,菟玖波集 20巻,911.2,911.2:日本文学/詩歌/連歌,日本文学,不明,その他
1851,萬葉新採百首解,911.124,911.124:和歌．短歌/万葉集/評釈．注釈．語釈,和歌．短歌,不明,賀茂 真淵
1864,葎園倭歌集,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1858,葎居後集 : 3巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,大阪,その他
1804,葛原詩話後編,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1850,葛葉九重錦,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1851,葛麻拾遺,913,913:日本文学/小説．物語,日本文学,不明,その他
1847,蒼■翁俳諧集,913,913:日本文学/小説．物語,日本文学,京都,その他
1836,蒼海詠藻 : 2巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1847,蒼虬翁俳諧集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1832,薄こほり,911.18,911.18:詩歌/和歌．短歌/歌合．曲水,詩歌,京都,香川 景樹
1858,薄俤幻日記,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水
1840,蘆雁集,913,913:日本文学/小説．物語,日本文学,不明,その他
1813,蘭室集略 : 12巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他
1834,蝶雙春花壇,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1836,行々子,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1820,襍土一覧,913.53,913.53:小説．物語/近世：江戸時代/洒落本：山東京伝，大田南畝,小説．物語,京都,その他
1860,西国奇談,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水
1863,西征詩鈔,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1819,西遊詩草 2巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他
1863,観瀑図誌,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,その他,その他
1832,詞苑拾蕊抄,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,不明,その他
1860,詠史絶句,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,江戸,その他
1848,詠歌眼目,911.107,911.107:詩歌/和歌．短歌/研究法．指導法．作歌法．作歌用書,詩歌,大阪,その他
1820,詠百首和歌,911.148,911.148:和歌．短歌/中世：鎌倉・室町時代/家集：山家集，金槐集,和歌．短歌,不明,その他
1853,詠草さとし[種],911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,不明
1815,詩佛先生百絶,919.6,919.6:日本文学/漢詩文．日本漢文学/近代：明治以後,日本文学,不明,その他
1817,詩学聯錦,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1842,詩学聯錦　（続―） / （続々―）,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1841,詩學自在 2巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1818,詩工椎鑿,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他
1844,詩礎階梯 2巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1808,詩語砕錦,919,919:日本文学/漢詩文．日本漢文学,日本文学,京都,その他
1831,詩語碎錦 2巻,919.07,919.07:日本文学/漢詩文．日本漢文学/詩文作法,日本文学,不明,その他
1849,詩韻砕金幼学便覧,919,919:日本文学/漢詩文．日本漢文学,日本文学,大阪,その他
1865,詩韻碎金幼學便覽 2巻,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1811,詩類函（袖珍-） 第2集,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1848,誠忠義臣略伝,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,江戸,緑亭川柳
1806,賀茂翁家集 : 5巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,江戸,賀茂 真淵
1853,贈答百人一首,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,緑亭 川柳
1815,越中能登万葉国詩解,911,911:日本文学/詩歌,日本文学,不明,その他
1815,越中能登萬葉国詩解,911,911:日本文学/詩歌,日本文学,不明,その他
1833,輪廻機綱夢白浪,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1832,輶軒小録抄記,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1849,近世三十六名家略伝 : 2巻,911.152,911.152:和歌．短歌/近世：江戸時代/歌人伝・研究,和歌．短歌,京都,その他
1828,近世叢語 : 8巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,大阪,その他
1804,近世竒跡考 5巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1823,近聞寓筆 : 4巻,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1815,近葉菅根集 : 10巻,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他
1829,通俗排悶録 : 11巻,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,江戸,その他
1831,通俗西遊記 : 5篇,913.56,913.56:小説．物語/近世：江戸時代/読本：滝沢馬琴，上田秋成,小説．物語,大阪,その他
1828,逢見茶娵入小袖 . 銀世界雪之振袖,913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1834,過庭紀談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1849,遠思楼詩鈔,91,91:文学/日本文学,文学,江戸,その他
1848,遠思樓詩鈔 初編2巻二編2巻 (存二編2巻),919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1825,遭厄日本紀事 : 12巻附録2巻,291.099,その他,その他,不明,その他
1837,邯鄲諸国物語 : 大和の巻後帙,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1841,郷布李集,913,913:日本文学/小説．物語,日本文学,京都,その他
1811,都久新貝,911.35,911.35:詩歌/俳諧．俳句/文化・文政・天保期：小林一茶，成田蒼＊，桜井梅室,詩歌,不明,その他
1819,都日記,91,91:文学/日本文学,文学,江戸,その他
1856,都洲集 2巻,911.157,911.157:和歌．短歌/近世：江戸時代/選集,和歌．短歌,不明,その他
1808,采風集 3巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1822,釈万葉集付録,911.12,911.12:詩歌/和歌．短歌/万葉集,詩歌,不明,不明
1848,釈迦八相倭文庫,913.55,913.55:小説．物語/近世：江戸時代/滑稽本：十返舎一九，式亭三馬，滝亭鯉丈,小説．物語,大阪,その他
1851,釋迦八相倭文庫,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,その他
1817,野州紀行,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1832,金海山詣記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,中島 広足
1813,金草鞋,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,不明,十返舎一九
1806,金蘭集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1804,釣竿,913,913:日本文学/小説．物語,日本文学,京都,その他
1863,銃戰紀談 4巻,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,不明,その他
1834,錦所談 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1827,鎮西菊池軍記,913.5,913.5:日本文学/小説．物語/近世：江戸時代,日本文学,大阪,その他
1805,長崎行役日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他
1807,長月集,913,913:日本文学/小説．物語,日本文学,京都,不明
1857,長歌詞珠衣,911,911:日本文学/詩歌,日本文学,不明,その他
1848,閑度雑談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1803,閑田文草,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1806,閑田次筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1801,閑田耕筆,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1841,閑窓瑣談,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1833,附合双玉集,913,913:日本文学/小説．物語,日本文学,大阪,その他
1832,陶犬新書,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1844,随筆 : 6巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,大阪,その他
1802,隣女晤言 : 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,京都,その他
1806,集外三十六歌仙,911.14,911.14:詩歌/和歌．短歌/中世：鎌倉・室町時代,詩歌,不明,その他
1857,雑談雨夜質庫,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水
1815,雙玉紀行 2巻,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1812,雞林情盟,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1843,雲萍雑志 4巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,不明,その他
1831,雲錦集 : 4巻,911.15,911.15:詩歌/和歌．短歌/近世：江戸時代,詩歌,不明,その他
1847,須磨日記,915,915:日本文学/日記．書簡．紀行,日本文学,不明,その他
1850,須磨記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,不明,その他
1843,頭書古今和歌集遠鏡 20巻,911.1351,911.1351:古代後期［中古］：平安時代/勅撰集．八代集/古今和歌集,古代後期［中古］：平安時代,不明,その他
1849,頼山陽先生手簡,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他
1842,類題俳諧今人発句集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,不明,その他
1849,類題和歌鴨川集,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他
1846,類題年毎集,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,京都,その他
1852,類題武蔵野集,911.1,911.1:日本文学/詩歌/和歌．短歌,日本文学,江戸,その他
1831,飛鳥井秘伝集,911,911:日本文学/詩歌,日本文学,不明,不明
1804,饒舌録 : 2巻,911.3,911.3:日本文学/詩歌/俳諧．俳句,日本文学,江戸,その他
1825,駱駝之世界 : 2巻,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
1813,骨董集,914,914:日本文学/評論．エッセイ．随筆,日本文学,江戸,その他
1831,高木織右エ門旅路迺春雨 2編4巻,913.59,913.59:小説．物語/近世：江戸時代/咄本：醒睡笑,小説．物語,不明,その他
1826,鴨東四時雑詞,919,919:日本文学/漢詩文．日本漢文学,日本文学,不明,その他
1845,鶏口集 : 2巻,914.5,914.5:日本文学/評論．エッセイ．随筆/近世：江戸時代,日本文学,江戸,その他
1822,鹿島日記,915.5,915.5:日本文学/日記．書簡．紀行/近世：江戸時代,日本文学,江戸,その他
1823,黄葉夕陽村舍詩 後編8巻,919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1847,黄葉夕陽村舎詩 [正編]8巻附録2巻 (存[正編]6巻附録2巻),919.5,919.5:日本文学/漢詩文．日本漢文学/近世：江戸時代,日本文学,不明,その他
1855,黄金水大尽盃,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,為永春水
1867,鼠祠通夜譚,913.57,913.57:小説．物語/近世：江戸時代/草双紙：赤本，黒本，青本，黄表紙，合巻,小説．物語,江戸,その他
